tweet,class,polarity,hate,target,aggressiveness
"“Las #luchaspopulares son múltiples. Tienen una dimensión #clasista y #ambiental, una dimensión #étnica, una dimensión #feminista y #antipatriarcal, una dimensión opuesta a la #xenofobia y al #racismo” (Acosta, A &amp; Cajas, J. 2019). Conoce mas en: https://t.co/Qv9HZDnYrK https://t.co/8oMRCUBMRZ",No violence,negative,no hateful,no targeted,no aggressive
"👥 @JairBolsonaro tilda a @GretaThunberg de “mocosa” y ella lo asume en Twitter

Amplía la información en Z Digital.
#ZDigital #Z101 #Noticias

https://t.co/fCv3o77ViL",No violence,neutral,no hateful,no targeted,no aggressive
"Curioso que todos estos hijos de puta, adoradores de Greta, salgan escaldados cada vez que se me enfrentan y les muestro datos científicos. Si tan seguros están de su falso cambio climático que den argumentos, no consignas baratas de las que se alimentan.",No violence,negative,no hateful,no targeted,no aggressive
Se ha roto una estanteria llena de cacerolas y he ido corriendo a la cocina por que pensaba que estaban los Judas tocando el Painkiller.,No violence,neutral,no hateful,no targeted,no aggressive
"@huntercl1 Pobre Greta, todos la agarraron para loca.",No violence,negative,no hateful,no targeted,no aggressive
"Esfera Pública | Vanessa Kaiser: ""El violador eres tú""... #Feminismo #IgualdadDeGenero #Patriarcado #Matriarcado https://t.co/Ki0xGs7I30",No violence,negative,no hateful,no targeted,no aggressive
"@javier_malecki @Lipovetzky Que el mensaje que dejas es
_que el aborto es fácil
_que el violador puede seguir manipulando a su víctima 
_que el Estado se preocupa de que abortes pero no de salir de tu vulnerabilidad (abortar no te saca la vulnerabilidad, te deja más vulnerable)",No violence,negative,no hateful,no targeted,no aggressive
"@GamusinoComun @GuerraMasLarga @MasMejorAmiga Para empezar, esto, y no ni aliado ni feminista, si acaso traidores al patriarcado, pero eso ya .... cuesta https://t.co/6kQTFOg2ic",No violence,negative,no hateful,no targeted,no aggressive
"Me encanta Hari Mata Hari cantando Lejía, como yo cuando me pongo a fregar todos los domingos #esc250",No violence,neutral,no hateful,no targeted,no aggressive
"#España Anno Domini 2019, #DemocraciaConsolidada donde 3 violadores de una niña de 15 años pasean como héroes con su coro de plañideras mientras la víctima vive encerrada en casa xq esto no es India, pero estamos a un paso de lapidar a las violadas, por https://t.co/7peqAyHjaH. https://t.co/nRj7zu5s0Q",No violence,negative,no hateful,no targeted,no aggressive
"Vox, Notre Dame y elecciones: qué hemos buscado en Google los españoles en 2019 https://t.co/Z4K22BOVJ0",No violence,neutral,no hateful,no targeted,no aggressive
"@spokstad @anuskabp La friki es Ana 🤣 Sólo nos reimos de la complicación a la que está llegando el feminismo. Claro que engloba a las mujeres trans, lo veo tan obvio que me aburren esos debates técnicos.",No violence,negative,no hateful,no targeted,no aggressive
"@wbermudezni @MiurelBermudez Quedó super, ya no la va a fregar la sofie jijijiji",No violence,positive,no hateful,no targeted,no aggressive
"Si a usted le incomoda de sobremanera el discurso de Greta Thunberg y la cataloga como una ""estúpida"" o ""puta"", ¡FELICIDADES!, usted es completamente un idiota ejemplar. 

Por su atención, gracias.",No violence,negative,hateful,targeted,no aggressive
"No puede acabar el año sin decir que si Greta Thunberg fuera hombre no sería histérica, sería aguerrido. No estaría loca, estaría convencido de lo quiere.",No violence,negative,hateful,no targeted,no aggressive
"El polémico tuit de Cristina Seguí que defendió la inocencia de los violadores del 'caso Arandina'
 https://t.co/ghgdenos2m",No violence,negative,no hateful,no targeted,no aggressive
"@elmundoes No, ustedes son violadores de menores. Simple. Todo lo demás es hacerse la víctima para intentar reducir la condena. 3 hombres mayores de edad tuvieron sexo con una menor de 15 años. Va en contra de la ley. Punto. Ya basta!",No violence,negative,no hateful,no targeted,no aggressive
"@iwannabeyour_2 Pues eso es lo que estan creando varias secciones del feminismo, olvidarse de apoyar y defender a las mujeres y crear un odio hacia los hombres",No violence,negative,no hateful,no targeted,no aggressive
"¡Estamos muy contentas por lo bien que fue el #JuevesCooperativo de ayer!

No te pierdas esta crónica en la que te contamos cómo repensamos nuestras organizaciones desde la perspectiva feminista gracias al taller ""Viajando por lo invisible"".

https://t.co/3MniLS0VXu",No violence,positive,no hateful,no targeted,no aggressive
"Greta Thunberg atrae la atención de la prensa en la #COP25 para ceder el foco a los países más vulnerables: ""Necesitan contar su historia"", por @JaviSkan https://t.co/F7pbCcmecK https://t.co/vLAjli2ziY",No violence,neutral,no hateful,no targeted,no aggressive
"@MileiPresi2023 El problema del Machismo es que no soportan que la mujer no se vista ni le importe agradar a un hombre.
Eso los pone loquitos, perder la dominación sobre un género que tenía como mandato agradar al macho, ponerse linda para.....",No violence,negative,no hateful,no targeted,no aggressive
"La luna, el dedo, la ciencia y el altavoz: el paso de Greta Thunberg por Madrid https://t.co/DGb5LmgOru Por @Iciar_Gutierrez, @belenremacha y @nchientaroli https://t.co/1ganPdAJcq",No violence,neutral,no hateful,no targeted,no aggressive
"Más que sea ayudar a poner la mesa, o ayudar a fregar se agradece mucho, si son varios se acaba enseguida. https://t.co/k3DLoesUwZ",No violence,neutral,no hateful,no targeted,no aggressive
"Durante la intervención en la #COP25 de Madrid, Greta también acusó a los países ricos que anunciaron ambiciosas metas de reducción de emisiones de ""engañar"" con promesas y no hacer nada. https://t.co/EF0Wc2yjPy",No violence,negative,no hateful,no targeted,no aggressive
"Uno me acaba de decir que manchamos la bandera Argentina con el pañuelo del aborto(? Y QUE ENCIMA EL MOVIMIENTO FEMINISTA NO LO REPRESENTA !! Y NO WILLY, SOS HOMBRE O SEAAA IMBÉCIL",No violence,negative,no hateful,no targeted,no aggressive
"La #CumbredelClima en cuatro claves: Greta, los indígenas, la terquedad de Brasil y el liderazgo español, por @JaviSkan https://t.co/iLk3fsXZog https://t.co/4sEv4vVruO",No violence,neutral,no hateful,no targeted,no aggressive
@isaimarivent Menos mal que son los abanderados de la intolerancia y del feminismo. Estará él y su familia orgullosos del discursito,No violence,negative,no hateful,no targeted,no aggressive
"No Madres: Las mujeres NoMo eligen no tener hijos
Repaso por varias experiencias de mujeres que deciden ser no madres https://t.co/wTvUMPHQcE vía @cuartopoder",No violence,neutral,no hateful,no targeted,no aggressive
@jpvc88 @CNNChile En realidad ni tanto. Lo que la ministra quiere decir es que la culpa es de la protesta social si la economía se cae. Siendo que el verdadero problema es la falta de respuestas del gobierno y la catástrofe bananera de la violación de #DDHH. En el fondo está culpando a la víctima.,No violence,negative,no hateful,no targeted,no aggressive
"Que hartura de los que defienden violadores. Tipo medio, que defiende que una chavala de 15 años es una puta, y en la misma cuenta 10 días antes dice de Greta que es una niña sin cabeza. A ver si nos ponemos de acuerdo! Las niñas pueden follar pero no hablar? #ArandaNoMeGusta",No violence,negative,no hateful,no targeted,no aggressive
"@GretaThunberg este hijo de re mil puta te banca a muerte pero usa sorbetes, hacé algo Greta!!1 #SaveTheWorld #SaveTheChildren https://t.co/6dFFzOZAfw",No violence,negative,no hateful,no targeted,no aggressive
@LaFallaras Me cago en la puta droga 🤦🏼‍♂️🤦🏼‍♂️🤦🏼‍♂️,No violence,negative,no hateful,no targeted,no aggressive
@Tonina72 Está la greta thunberg buscando pajitas por el mediterráneo como loca...,No violence,neutral,no hateful,no targeted,no aggressive
Amiguito vaya a fregar 😏,No violence,neutral,no hateful,no targeted,no aggressive
"#COP25 | Greta Thunberg llega al puerto de Lisboa ➡ La adolescente sueca ha sido recibida por un centenar de personas
 https://t.co/hgNcajVVV7 https://t.co/yaczY8WO34",No violence,neutral,no hateful,no targeted,no aggressive
"Greta Thunberg cuando se enteró que Jair Bolsonaro le dijo ""mocosa"" https://t.co/GANxWNXnFI",No violence,negative,hateful,targeted,aggressive
"🎙️#LosColumnistas | @gdelafue: ""La circulación de noticias falsas, tanto en redes sociales como los mensajes dirigidos, terminan vulnerando un principio fundamental de la democracia, que es el voto informado. Esas técnicas distorsionan la realidad"".

▶https://t.co/jDscA49j3k https://t.co/1MEWHmfyQf",No violence,negative,no hateful,no targeted,no aggressive
"Bolsonaro llama ""mocosa"" a Greta Thunberg https://t.co/DQb9Aj2Jf3 #MañanasBLU https://t.co/aLxpioU20A",No violence,negative,no hateful,no targeted,no aggressive
"@analydiafdez A ver, a lo mejor me estoy equivocando, pero he leído la entrevista y las opiniones que tiene y las Viñetas que dibuja son de corte feminista. El título es amarillista, da a entender que se siente amenazado siendo él machista. Pero en realidad dice que hay que cambiar eso",No violence,negative,no hateful,no targeted,no aggressive
"Greta tiene teatro...
Mucho...
Pero hay que ser gilipollas para hacer semejante comentario...
En este gobierno de tahures, enfermos y mermados, no se salva nadie...
https://t.co/IENs89GfB4",No violence,negative,no hateful,no targeted,no aggressive
Hay dos clases de gente los que vinieron a este mundo a sufrir y los que venimos a fregar 😎,No violence,negative,no hateful,no targeted,no aggressive
Una Filósofa crítica a J.K. Rowling y Harry Potter al asegurar que ningún personaje es feminista https://t.co/8Ot6keHHQd,No violence,neutral,no hateful,no targeted,no aggressive
yo pensando que iba a fregar y listo y mi padre ha fregado para así encasquetarme tender la ropa :(,No violence,neutral,no hateful,no targeted,no aggressive
"Bolsonaro le llamó a Greta ""pirralha"" (enana,mocosa), y ella lo pone en su bio de Twitter. https://t.co/MUNU3eqUYQ",No violence,neutral,no hateful,no targeted,no aggressive
Obvio tuve que volver a la cocina para acordarme,No violence,neutral,no hateful,no targeted,no aggressive
"@zandiren @poor_muggle Todo lo que tienes que hacer es ponerte “Eye of the Tiger” - Survivor mientras pegas a los gilipollas... Nunca te faltarán y, como quiere Greta Thumberg, usaremos abonos naturales con sus cuerpos... https://t.co/4kzXsxBJd8",No violence,neutral,no hateful,no targeted,no aggressive
"#Internacional Jair Bolsonaro llama ''mocosa'' a Greta Thunberg

https://t.co/Sh0bNLR7HJ",No violence,negative,no hateful,no targeted,no aggressive
@criticaenlinea @MFCR62 @Traficologo1 Ya eso es ganas de joder. De verdad que hay mucha gente infeliz que están dispuestos a fregar a medio mundo.,No violence,negative,no hateful,no targeted,no aggressive
Bolsonaro llama “mocosa” a Greta Thunberg https://t.co/9bQuccatwY vía @24matins_es,No violence,negative,no hateful,no targeted,no aggressive
"Francisca Pérez: “Una política feminista hoy es inseparable de la noción de plurinacionalidad. No solo porque somos un conjunto de pueblos originaros sino también porque nuestro mundo es un mundo de tránsito de mujeres colombianas, haitianas, etc.”
Play 🔴 https://t.co/h2UA8onVTT https://t.co/YU8SMcCLt2",No violence,neutral,no hateful,no targeted,no aggressive
Legisladoras turcas protestan entonando tema de chilenas Las Tesis contra la violación https://t.co/fN2JD7Rd7H vía @infobae,No violence,negative,no hateful,no targeted,no aggressive
"Muchas gracias a Aldaba Jardines por acompañar con sus hermosas áreas verdes, la exposición «Anomia. Aventuras gráficas de una feminista urbana» de Ana Barreto en nuestro FotoMuro.

#FotoMéxico2019 📸🌿

Conoce más de su trabajo en https://t.co/wlaSp5dojf https://t.co/DYiyuUPi0N",No violence,positive,no hateful,no targeted,no aggressive
Nunca conocí una perra tan insoportable como Greta,No violence,negative,no hateful,no targeted,no aggressive
"Quien sabe si sea su propio sentido del humor o el de sus promotores, pero vaya que sabe(n) cómo responder a los insultos de gobernantes intolerantes. https://t.co/beLydxW8mG",No violence,negative,no hateful,no targeted,no aggressive
"@Barbijaputa Un cretino, el karma le pasará factura tranquila ya le llegará por hijo de puta",No violence,negative,no hateful,no targeted,no aggressive
"Pregunta en serio, cuando alguien le explique a Greta Thunberg que su propia respiración genera CO2:
¿Le explotará el cerebro y se quedará en coma autista de por vida?
¿Se quemará a lo bonzo, y decenas de miles de gilipollas en todo el mundo seguirán su ejemplo?!! https://t.co/HMl66QhP6T",No violence,negative,no hateful,no targeted,no aggressive
"#EspecialEstallidoSocial | [Carta] ¡No son 30 pesos, son 30 años!: Las protestas desde la historia feminista ➡ https://t.co/dY81k9zIoa https://t.co/7b0fy1fdI6",No violence,neutral,no hateful,no targeted,no aggressive
"@pavese @vozdelatierra @queirolo @lamula @WaykaPeru @larepublica_pe @jsudaka @elcomercio_peru @diariocorreo @FrenteAmplioPe @fatyl_lima Suave, feminismo como política de estado, pensé que ya era suficiente con el machismo jaja divide y vencerás no es así?",No violence,negative,no hateful,no targeted,no aggressive
"@LaFallaras El relato abolicionista es falaz. El abolicionismo fomenta la trata. No es más esclava una puta que una aparadora que se tira 16 horas detrás de una máquina de coser, por 3 céntimos las pieza.",No violence,negative,hateful,targeted,aggressive
🔵#DIRECTO Rueda de prensa de Greta Thunberg previa a la Gran Marcha por el Clima https://t.co/kCxkDIkQA1,No violence,neutral,no hateful,no targeted,no aggressive
